id,task,entity,body,annotator,document,created,target
0345bcf5-3ab3-4773-a670-3a77be64d56f,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.'}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-26T09:16:06.782604+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
43876563-5511-4f17-a0a6-939ddfcce728,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.'}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-25T10:18:47.808163+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
7e7199ad-3908-426f-9850-9a68c32653a0,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.'}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-26T09:16:03.567607+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
495c7782-ddc3-46de-8c4e-f45467a88c1c,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.', 'proba': 0.8}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-25T11:28:27.710659+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
4f34644f-5bde-44e9-8c2d-b679d576e04a,default,0,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.', 'proba': 0.8}",8e4d6f85-c0b8-456a-be35-254bc02b6f54,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2025-01-03T12:52:03.356383,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
1893f830-2185-485e-bf7f-c955879493f6,default,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.', 'proba': 1.0, 'process': 'reference word'}",97dc3ed8-dabc-4b39-8d16-4fc1885a7bcc,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2025-01-03T12:52:03.356481,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
34182fa7-8324-43a3-8c89-b63946649810,default,0,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.', 'proba': 1.0, 'process': 'reference word'}",8e4d6f85-c0b8-456a-be35-254bc02b6f54,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2025-01-03T12:52:03.356481,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
3f0837e3-5ca8-415c-bdf8-5cd916ab0f74,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.'}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-25T10:18:45.013539+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
b305c5b0-b26e-4a6c-a8a3-5751f45c083f,default,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputait', 'context': '0. La mère se disputait avec son fils en public, c’était gênant.', 'proba': 0.8}",97dc3ed8-dabc-4b39-8d16-4fc1885a7bcc,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2025-01-03T12:52:03.356383,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 98, 'endOffset': 110}]}"
bbd69d6a-ecda-4cdf-9dc7-70318b837344,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se disputent', 'context': '1. Mes parents se disputent tout le temps, c’est triste.', 'proba': 1.0, 'process': 'reference word'}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,e6e4ac30-bd74-4a70-bfeb-924ed7f065c0,2024-11-25T11:28:31.022875+00:00,"{'source': 'e6e4ac30-bd74-4a70-bfeb-924ed7f065c0', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 274, 'endOffset': 286}]}"
daed9485-0b06-4677-8843-316526c60dfc,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 's’est dit', 'context': '1. Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.', 'proba': 1.0, 'process': 'reference word'}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-25T11:28:01.502197+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 290, 'endOffset': 299}]}"
a1e6bdc0-a99d-4a67-acfd-562f564fde0a,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se dire', 'context': ""0. C'est mieux de tout se dire quand on veut bien s'entendre entre amis.""}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-26T09:15:39.953759+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 106, 'endOffset': 113}]}"
bb371c24-83fa-4f5a-9852-0e92849f1f53,default,0,"{'text': 'se dire', 'context': ""0. C'est mieux de tout se dire quand on veut bien s'entendre entre amis."", 'proba': 0.7}",8e4d6f85-c0b8-456a-be35-254bc02b6f54,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2025-01-03T12:52:03.356677,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 106, 'endOffset': 113}]}"
4116bd0b-3a2e-423d-be00-05da09e42150,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 's’est dit', 'context': '1. Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.'}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-25T10:18:26.469595+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 290, 'endOffset': 299}]}"
3ec5e5cf-6c3f-47db-b3ea-ac3eb9943e63,default,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 's’est dit', 'context': '1. Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.', 'proba': 1.0, 'process': 'reference word'}",97dc3ed8-dabc-4b39-8d16-4fc1885a7bcc,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2025-01-03T12:52:03.356581,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 290, 'endOffset': 299}]}"
d0b4fa8b-795b-42f7-b648-869c85b8a54f,default,0,"{'text': 's’est dit', 'context': '1. Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.', 'proba': 1.0, 'process': 'reference word'}",8e4d6f85-c0b8-456a-be35-254bc02b6f54,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2025-01-03T12:52:03.356581,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 290, 'endOffset': 299}]}"
6a9f3b47-4a37-4ccc-a6ef-2e06ae4430bf,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se dire', 'context': ""0. C'est mieux de tout se dire quand on veut bien s'entendre entre amis.""}",e920598f-774d-4e1c-a2dc-8fb9a6f3053f,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-25T10:18:14.896339+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 106, 'endOffset': 113}]}"
908c4e07-7c13-4462-b66d-e3bdac8c27a5,default,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se dire', 'context': ""0. C'est mieux de tout se dire quand on veut bien s'entendre entre amis."", 'proba': 0.7}",97dc3ed8-dabc-4b39-8d16-4fc1885a7bcc,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2025-01-03T12:52:03.356677,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 106, 'endOffset': 113}]}"
f1e0ab7c-97d8-4037-b24e-0202a0920213,d3ce7764-eb85-4999-b965-c028f539ee33,371a5d39-6e41-427f-8e1f-6bf64504e080,"{'text': 's’est dit', 'context': '1. Sa fille lui manquait. Elle s’est dit que ce weekend, elle ira la voir.'}",eb9a2239-5a6c-4da5-8957-af8a90d3e880,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-26T09:15:44.558136+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 290, 'endOffset': 299}]}"
8efa00ac-05f7-47a1-b849-8a543f3ca898,d3ce7764-eb85-4999-b965-c028f539ee33,1ecf29a6-9193-4a8b-9317-5dc319b94507,"{'text': 'se dire', 'context': ""0. C'est mieux de tout se dire quand on veut bien s'entendre entre amis."", 'proba': 0.7}",d34602e1-1664-42cb-b139-c5cb8bcfa2a0,dbb0e4a9-9e12-4161-bfcd-9762abec6244,2024-11-25T11:27:42.334586+00:00,"{'source': 'dbb0e4a9-9e12-4161-bfcd-9762abec6244', 'selector': [{'startContainer': '/', 'endContainer': '/', 'startOffset': 106, 'endOffset': 113}]}"
