pos,text,lemma,lemma_meaning,example,context,y_pred,pred,process
VERB,aider,aider,0,Votre compagnie d' assurances peut -elle vous aider à réduire les coûts administratifs ?,Votre compagnie d' assurances peut -elle vous aider à réduire les coûts administratifs ?,-4568756868564844277,1.0,lone candidate
VERB,Essayez,essayer,0,Essayez -vous de maintenir le principe de programmes de contribution de employés ( par opposition à programmes entièrement payés par l' entreprise ) ?,Essayez -vous de maintenir le principe de programmes de contribution de employés ( par opposition à programmes entièrement payés par l' entreprise ) ?,3061542257306218214,1.0,reference word
VERB,Protégez,protéger,0,Protégez -vous vos privilèges de vacances avec une exigence de présence avant et après le jour férié ?,Protégez -vous vos privilèges de vacances avec une exigence de présence avant et après le jour férié ?,-185157518457590393,1.0,lone candidate
NOUN,vacances,vacances,0,Prévoyez -vous de limiter les vacances supplémentaires à la zone et / ou les modèles industriels ?,Prévoyez -vous de limiter les vacances supplémentaires à la zone et / ou les modèles industriels ?,279961264637329955,1.0,reference word
VERB,déplacer,déplacer,0,Avez -vous étudié la possibilité de déplacer les vacances en milieu de semaine vers le lundi ou le vendredi afin d' avoir une semaine de travail ininterrompue ?,Avez -vous étudié la possibilité de déplacer les vacances en milieu de semaine vers le lundi ou le vendredi afin d' avoir une semaine de travail ininterrompue ?,8060552260835097887,1.0,lone candidate
ADV,soigneusement,soigneusement,0,Êtes -vous soigneusement policier temps de lavage et périodes de repos pour être sûr que tout autre temps est productif ?,Êtes -vous soigneusement policier temps de lavage et périodes de repos pour être sûr que tout autre temps est productif ?,-2750788994548372771,1.0,lone candidate
VERB,Observez,observer,0,"Observez - vous les horaires de travail de opérateurs de chaudières , des gardes et d' autres opérations de 24 heures par jour , de 7 jours par semaine afin de réduire à minimum les heures supplémentaires ?","Observez - vous les horaires de travail de opérateurs de chaudières , des gardes et d' autres opérations de 24 heures par jour , de 7 jours par semaine afin de réduire à minimum les heures supplémentaires ?",-1763815003302549461,1.0,lone candidate
NOUN,nombre,nombre,0,Faites -vous attention à limiter le nombre de personnes en congé en même temps afin que votre obligation d' emploi totale soit réduite à minimum ?,Faites -vous attention à limiter le nombre de personnes en congé en même temps afin que votre obligation d' emploi totale soit réduite à minimum ?,-8090342310684965866,1.0,reference word
VERB,utiliser,utiliser,0,Avez -vous envisagé d' utiliser de matériel de distribution pour remplacer ou réduire le nombre d' employés de cafétéria ?,Avez -vous envisagé d' utiliser de matériel de distribution pour remplacer ou réduire le nombre d' employés de cafétéria ?,352536264044310162,0.95,"To compare the words ""Utilisez"" and ""utiliser,"" we need to analyze their meanings in the provided contexts.

1. **Word Analysis**:
   - ""Utilisez"" is the second person plural form of the verb ""utiliser"" in the present tense, meaning ""to use.""
   - ""utiliser"" is the infinitive form of the same verb, meaning ""to use.""

2. **Context Analysis**:
   - In context_1, ""Utilisez"" refers to the action of using the most economical printing methods.
   - In context_2, ""utiliser"" refers to the consideration of using distribution materials to replace or reduce cafeteria staff.

3. **Meaning Comparison**:
   - Both words convey the same core action of using something. The contexts provided do not change the fundamental meaning of the verb.

Given that both words are forms of the same verb and convey the same action of using something, we can conclude that they have the same meaning.

**Probability of having the same meaning**: 0.95 (or 95%)"
NOUN,cafétéria,cafétéria,0,Quelles sont les possibilités de faire fonctionner votre cafétéria pour un seul quart de travail et de compter sur des distributeurs automatiques ou des sandwichs préemballés pour les deuxième et troisième quarts de travail ?,Quelles sont les possibilités de faire fonctionner votre cafétéria pour un seul quart de travail et de compter sur des distributeurs automatiques ou des sandwichs préemballés pour les deuxième et troisième quarts de travail ?,8774157631368855903,1.0,reference word
NOUN,cafétéria,cafétéria,0,Avez -vous vérifié le coût de la sous-traitance de votre cafétéria afin d' économiser les coûts administratifs ?,Avez -vous vérifié le coût de la sous-traitance de votre cafétéria afin d' économiser les coûts administratifs ?,8774157631368855903,0.95,"The words ""cafétéria"" in both contexts refer to the same concept of a cafeteria, which is a place where food is served, typically in a self-service manner. The contexts provided discuss operational aspects of a cafeteria, such as staffing and cost management. 

Given that both instances of ""cafétéria"" refer to the same type of establishment and are used in similar contexts related to its operation, I would assign a high probability that they have the same meaning.

Probability: 0.95"
NOUN,cafétéria,cafétéria,0,Y a -t -il des possibilités d' avoir une cafétéria qui aide à travailler à temps partiel à des postes de garde ou autres ?,Y a -t -il des possibilités d' avoir une cafétéria qui aide à travailler à temps partiel à des postes de garde ou autres ?,8774157631368855903,0.95,"The words ""cafétéria"" in both contexts refer to the same concept of a cafeteria, which is a place where food is served, typically in a self-service manner. The contexts provided discuss the operation and possibilities of a cafeteria in relation to work schedules. 

Given that both instances of ""cafétéria"" are used in similar contexts and refer to the same type of establishment, I would assign a high probability that they have the same meaning.

Probability: 0.95"
NOUN,périodes,période,0,Les périodes de repas décalées peuvent -elles soulager la pression de capacité sur vos installations d' alimentation ?,Les périodes de repas décalées peuvent -elles soulager la pression de capacité sur vos installations d' alimentation ?,4799079897206870478,1.0,reference word
ADJ,possible,possible,0,Serait -il possible de limiter le menu afin de réduire les coûts d' alimentation ?,Serait -il possible de limiter le menu afin de réduire les coûts d' alimentation ?,-1989995860981154541,1.0,lone candidate
ADJ,progressif,progressif,0,Avez -vous envisagé le retrait progressif de subventions à vos activités d' alimentation de plantes ?,Avez -vous envisagé le retrait progressif de subventions à vos activités d' alimentation de plantes ?,4396903245792998500,1.0,lone candidate
VERB,Utilisez,utiliser,0,Utilisez -vous l' espace cafétéria pour des réunions d' entreprise ou des discussions ?,Utilisez -vous l' espace cafétéria pour des réunions d' entreprise ou des discussions ?,352536264044310162,0.85,"The word ""Utilisez"" in both contexts translates to ""Use"" in English. In the first context, it refers to using economical printing methods, while in the second context, it refers to using the cafeteria space for meetings or discussions. 

Both instances of ""Utilisez"" convey the general meaning of employing or making use of something. Therefore, despite the different objects of use, the core meaning remains consistent.

Given this analysis, I would assign a high probability that the two instances of ""Utilisez"" have the same meaning in a dictionary context.

Probability: 0.85"
NOUN,domaine,domaine,0,Vos dépenses dans ce domaine sont -elles proportionnelles à nombre d' employés qui bénéficient de votre programme ?,Vos dépenses dans ce domaine sont -elles proportionnelles à nombre d' employés qui bénéficient de votre programme ?,-8511492441953768938,1.0,lone candidate
NOUN,programme,programme,0,Avez -vous vérifié votre programme récemment pour éliminer les phases qui attirent le moins de participation ?,Avez -vous vérifié votre programme récemment pour éliminer les phases qui attirent le moins de participation ?,1994213874758650300,1.0,reference word
NOUN,argent,argent,0,Les employés versent -ils leur part d' argent à installations récréatives ?,Les employés versent -ils leur part d' argent à installations récréatives ?,4125707817384821083,1.0,reference word
NOUN,responsabilité,responsabilité,0,Avez -vous envisagé de déléguer la responsabilité opérationnelle à votre association d' employés et de limiter soigneusement la contribution financière de votre usine ?,Avez -vous envisagé de déléguer la responsabilité opérationnelle à votre association d' employés et de limiter soigneusement la contribution financière de votre usine ?,-4823361384897199435,1.0,lone candidate
NOUN,club,club,0,Le club de jardinage d' un employé pourrait -il prendre en charge partiellement le terrain végétal ?,Le club de jardinage d' un employé pourrait -il prendre en charge partiellement le terrain végétal ?,-8243231240044452284,1.0,reference word
NOUN,club,club,1,Un camera club serait -il utile pour prendre des photos pertinentes à la sécurité de installations ?,Un camera club serait -il utile pour prendre des photos pertinentes à la sécurité de installations ?,-1735590483942453859,0.3,"To determine the probability that the two instances of the word ""club"" have the same meaning in the provided contexts, we need to analyze the meanings based on their usage.

In context_1, ""club"" refers to a gardening club, which is a group of people who come together to engage in gardening activities. This implies a social or recreational aspect focused on gardening.

In context_2, ""club"" refers to a camera club, which is a group of individuals who share an interest in photography. This also implies a social or recreational aspect, but it is focused on photography.

Both instances of ""club"" refer to organizations or groups formed around a shared interest or activity. However, the specific activities and interests of the clubs are different (gardening vs. photography).

Given this analysis, while both words share a common meaning related to a group or organization, they refer to different types of clubs with distinct focuses.

Therefore, I would estimate the probability that these two instances of ""club"" have the same meaning in a dictionary to be relatively low, around 30%."
ADV,trop,trop,0,Est -ce que vous dépensez trop d' argent en uniformes d' équipe qui ne profitent qu' à quelques employés ?,Est -ce que vous dépensez trop d' argent en uniformes d' équipe qui ne profitent qu' à quelques employés ?,1178289337099408429,0.85,"The word ""trop"" in both contexts is used as an adverb meaning ""too"" or ""excessively."" In context_1, it modifies ""gratuit"" (free), suggesting that the service is excessively free, while in context_2, it modifies ""d'argent"" (money), indicating that the spending is excessive. 

Given that both usages convey the idea of excessiveness, I would assess the probability that they have the same meaning in a dictionary as high. 

Probability: 0.85"
NOUN,équipe,équipe,0,Êtes -vous en train de souscrire des voyages d' équipe coûteux ?,Êtes -vous en train de souscrire des voyages d' équipe coûteux ?,8014815508023276150,1.0,lone candidate
VERB,Utilisez,utiliser,0,Utilisez -vous le produit de distributeur automatique pour aider à payer votre programme ?,Utilisez -vous le produit de distributeur automatique pour aider à payer votre programme ?,352536264044310162,0.85,"The word ""Utilisez"" in both contexts translates to ""Use"" in English. In the first context, it refers to using economical printing methods, while in the second context, it refers to using a vending machine product to help pay for a program. 

Both instances of ""Utilisez"" convey the action of employing or utilizing something, but the specific objects and purposes differ. However, the core meaning of the verb remains consistent across both contexts.

Given this analysis, I would assign a high probability that the two instances of ""Utilisez"" have the same meaning in a dictionary context.

Probability: 0.85"
NOUN,coût,coût,0,Connaissez -vous la tendance de votre coût d' entretien de routes d' accès et des parkings ?,Connaissez -vous la tendance de votre coût d' entretien de routes d' accès et des parkings ?,-9084010777046016504,1.0,lone candidate
VERB,utilisez,utiliser,0,"Si vous utilisez des agents de stationnement , peuvent -ils être remplacés par des portes de stationnement automatiques ?","Si vous utilisez des agents de stationnement , peuvent -ils être remplacés par des portes de stationnement automatiques ?",352536264044310162,0.7,"To determine the probability that the words ""Utilisez"" in context_1 and ""utilisez"" in context_2 have the same meaning, we need to analyze the contexts provided.

In context_1, ""Utilisez"" is used in the context of discussing methods of printing, suggesting a focus on the application of techniques or tools related to printing.

In context_2, ""utilisez"" refers to the use of parking agents and their potential replacement with automatic parking doors, indicating a discussion about the use of personnel or systems in a parking context.

Both instances of ""utilisez"" refer to the act of using something, but they pertain to different subjects (printing methods vs. parking agents). The core meaning of the verb ""utiliser"" (to use) remains the same, but the specific applications differ significantly.

Given this analysis, I would assign a probability of 0.7 that the two instances of ""utilisez"" have the same meaning in a dictionary context, as they share the fundamental meaning of ""to use,"" but are applied in different contexts."
VERB,fournissez,fournir,0,"Si vous fournissez des transports inter-usines , peut -on remplacer cela par les transports publics disponibles ?","Si vous fournissez des transports inter-usines , peut -on remplacer cela par les transports publics disponibles ?",3380227814939646842,1.0,lone candidate
VERB,utilisez,utiliser,0,"Si vous utilisez le transport d' entreprise pour rencontrer des trains ou pour transporter des visiteurs , les taxis seraient -ils moins chers ?","Si vous utilisez le transport d' entreprise pour rencontrer des trains ou pour transporter des visiteurs , les taxis seraient -ils moins chers ?",352536264044310162,0.85,"To determine the probability that the words ""Utilisez"" and ""utilisez"" have the same meaning in the provided contexts, we need to analyze the meanings of the verb ""utiliser"" (to use) in both instances.

In context_1, ""Utilisez"" refers to the act of employing or applying the most economical printing methods. Here, the focus is on the usage of specific methods related to printing.

In context_2, ""utilisez"" refers to the use of company transport for meeting trains or transporting visitors. This context emphasizes the application of transport services.

Both contexts involve the general meaning of ""to use,"" but they apply it to different domains (printing methods vs. transport services). However, the core meaning of the verb remains consistent across both contexts.

Given this analysis, I would assign a high probability that the two instances of ""utilisez"" have the same meaning, as they both convey the action of using something, albeit in different contexts.

Probability: 0.85"
NOUN,véhicules,véhicule,0,Quelle est l' efficacité et la nécessité de vos véhicules intra-entreprises ?,Quelle est l' efficacité et la nécessité de vos véhicules intra-entreprises ?,-9202306420213972,1.0,lone candidate
NOUN,conducteurs,conducteur,0,Les conducteurs à temps partiel peuvent -ils être affectés à d' autres travaux productifs ?,Les conducteurs à temps partiel peuvent -ils être affectés à d' autres travaux productifs ?,-3882316127730761927,1.0,lone candidate
ADV,plus,plus,0,Quel est le plus économique pour votre usine - une fermeture de vacances ou des vacances espacées qui nécessitent des employés supplémentaires pour les remplissages de vacances ?,Quel est le plus économique pour votre usine - une fermeture de vacances ou des vacances espacées qui nécessitent des employés supplémentaires pour les remplissages de vacances ?,2267137018133749379,1.0,lone candidate
NOUN,vacances,vacances,0,Les vacances peuvent -elles être espacées tout à long de 12 mois pour réduire à minimum le nombre d' employés à remplir ?,Les vacances peuvent -elles être espacées tout à long de 12 mois pour réduire à minimum le nombre d' employés à remplir ?,279961264637329955,0.95,"The word ""vacances"" in both contexts refers to the concept of ""vacation"" or ""leave."" In the first context, it discusses limiting additional vacations in a specific area or for industrial models, while in the second context, it addresses the spacing of vacations over a year to minimize the number of employees needed at a time. 

Since both contexts pertain to the same general concept of time off from work or school, I would assess the probability that they have the same meaning as quite high.

Probability: 0.95"
VERB,Insistez,insister,0,Insistez -vous pour que les salariés inutiles prennent leurs vacances pendant les fermetures d' usines ?,Insistez -vous pour que les salariés inutiles prennent leurs vacances pendant les fermetures d' usines ?,-2476179864093287381,1.0,lone candidate
NOUN,périodes,période,1,"Que peuvent faire vos services de vente et d' achat pour réduire les commandes , les expéditions et les reçus pendant les périodes d' arrêt de vacances ?","Que peuvent faire vos services de vente et d' achat pour réduire les commandes , les expéditions et les reçus pendant les périodes d' arrêt de vacances ?",-93994131765825888,0.2,"The word ""périodes"" in both contexts refers to distinct time frames or intervals. In context_1, it relates to meal times and their scheduling, while in context_2, it pertains to holiday breaks or downtime. Although both usages involve time, they refer to different types of periods (meal periods vs. holiday periods).

Given this analysis, the probability that ""périodes"" has the same meaning in both contexts is low. 

Probability: 0.2"
NOUN,âge,âge,0,Un âge de retraite arbitraire de 65 ans coûte -t -il de l' argent à votre plante ?,Un âge de retraite arbitraire de 65 ans coûte -t -il de l' argent à votre plante ?,-8504056385047086210,1.0,reference word
ADJ,âgés,âgé,0,Quel genre d' effort faites -vous pour vous assurer que les travailleurs âgés ou handicapés sont pleinement productifs ?,Quel genre d' effort faites -vous pour vous assurer que les travailleurs âgés ou handicapés sont pleinement productifs ?,-4000066554864488904,1.0,reference word
ADJ,handicapés,handicapé,0,La retraite anticipée de employés non productifs et handicapés réduirait -elle le nombre d' emplois créés ?,La retraite anticipée de employés non productifs et handicapés réduirait -elle le nombre d' emplois créés ?,7517679047527629102,1.0,lone candidate
NOUN,syndicat,syndicat,0,Votre syndicat acceptera -t -il des concessions d' ancienneté dans l' attribution de travail à employés âgés ou handicapés ?,Votre syndicat acceptera -t -il des concessions d' ancienneté dans l' attribution de travail à employés âgés ou handicapés ?,-3438093857577677533,0.95,"The two instances of the word ""syndicat"" in the provided contexts refer to the same concept, which is a labor union or workers' union. Both contexts discuss negotiations and concessions related to employee benefits and work assignments, which are typical topics associated with labor unions. 

Given that both contexts use ""syndicat"" in a similar manner and refer to the same entity, I would assign a high probability that they have the same meaning in a dictionary.

Probability: 0.95"
NOUN,installations,installation,0,Pouvez -vous partager les installations médicales et le personnel avec les plantes voisines ?,Pouvez -vous partager les installations médicales et le personnel avec les plantes voisines ?,4712737509032110176,1.0,lone candidate
VERB,sert,servir,0,"Si vous avez un médecin à temps plein maintenant , peut -il être remplacé par un médecin à temps partiel ou celui qui sert sur une base de frais par cas seulement ?","Si vous avez un médecin à temps plein maintenant , peut -il être remplacé par un médecin à temps partiel ou celui qui sert sur une base de frais par cas seulement ?",-2249507274773255557,1.0,lone candidate
NOUN,infirmière,infirmier,0,Votre infirmière d' usine peut -elle être remplacée par un secouriste qualifié qui travaille à plein temps sur une autre mission ?,Votre infirmière d' usine peut -elle être remplacée par un secouriste qualifié qui travaille à plein temps sur une autre mission ?,227326150248123209,1.0,lone candidate
VERB,traiter,traiter,0,Faites -vous une distinction rigide entre les problèmes de santé liés à travail et les problèmes de santé non liés à travail et évitez de traiter ces derniers ?,Faites -vous une distinction rigide entre les problèmes de santé liés à travail et les problèmes de santé non liés à travail et évitez de traiter ces derniers ?,-5790850066925328655,1.0,lone candidate
ADJ,médicaux,médical,0,"Offrez -vous indifféremment des services médicaux inutiles - coups de grippe , traitements de la lampe solaire , etc ?","Offrez -vous indifféremment des services médicaux inutiles - coups de grippe , traitements de la lampe solaire , etc ?",-5816222671807271961,1.0,lone candidate
NOUN,programme,programme,0,"Si vous avez un programme d' examen physique annuel ou régulier , est -ce que cela vaut ce qu' il vous coûte ?","Si vous avez un programme d' examen physique annuel ou régulier , est -ce que cela vaut ce qu' il vous coûte ?",1994213874758650300,0.95,"The two instances of the word ""programme"" in the provided contexts refer to the same concept of a structured plan or schedule of activities. In both contexts, ""programme"" relates to a set of organized events or tasks, whether it be for participation or for a physical examination.

Given this analysis, I would assign a high probability that these two instances of ""programme"" have the same meaning in a dictionary context. 

Probability: 0.95"
VERB,permettre,permettre,0,Considérez ce que vous pouvez vous permettre de dépenser et quels sont vos objectifs avant d' établir ou de rénover votre programme d' avantages sociaux de employés .,Considérez ce que vous pouvez vous permettre de dépenser et quels sont vos objectifs avant d' établir ou de rénover votre programme d' avantages sociaux de employés .,406374946543254636,0.7,"The words ""permis"" and ""permettre"" are related in meaning, as they both derive from the same root and pertain to the concept of allowing or enabling something. However, ""permis"" is the past participle form of the verb ""permettre,"" which means ""to allow"" or ""to permit."" In the first context, ""permis"" refers to the act of having allowed someone to do something, while in the second context, ""permettre"" is used in a more general sense of being able to afford or allow oneself to do something.

Given this analysis, while both words are connected and share a core meaning related to permission or allowance, they are used in different grammatical forms and contexts. Therefore, I would assign a probability of 0.7 that they have the same meaning in a dictionary, acknowledging their close relationship but also recognizing their distinct usages."
VERB,acheter,acheter,0,Trop de responsables d' usine sont tous trop impatients d' acheter un programme de forfait d' une compagnie d' assurance simplement parce qu' il fonctionne pour une autre usine .,Trop de responsables d' usine sont tous trop impatients d' acheter un programme de forfait d' une compagnie d' assurance simplement parce qu' il fonctionne pour une autre usine .,8834601107163132285,1.0,lone candidate
VERB,emploie,employer,0,"Mais même si cette autre usine emploie le même nombre de travailleurs et fait le même produit , il ya d' autres faits à considérer .","Mais même si cette autre usine emploie le même nombre de travailleurs et fait le même produit , il ya d' autres faits à considérer .",-7491185868152249137,1.0,lone candidate
NOUN,pays,pays,0,Dans quelle partie de pays êtes -vous situé ?,Dans quelle partie de pays êtes -vous situé ?,6828927816828013152,1.0,lone candidate
NOUN,programme,programme,0,Ces facteurs peuvent faire la différence entre le gaspillage et l' efficacité dans tout programme d' avantages .,Ces facteurs peuvent faire la différence entre le gaspillage et l' efficacité dans tout programme d' avantages .,1994213874758650300,0.85,"The two instances of the word ""programme"" in the provided contexts refer to similar concepts related to a structured plan or set of activities. In context_1, it pertains to a schedule or plan that may involve participation, while in context_2, it relates to a program of benefits, likely indicating a systematic approach to delivering advantages.

Given that both contexts involve the idea of a ""programme"" as a planned set of actions or initiatives, I would assess the probability that they have the same meaning in a dictionary as relatively high.

Probability: 85%"
ADV,Surtout,surtout,0,"Surtout , ne pas mettre en place de avantages marginaux extravagants juste pour acheter la bonne volonté de employés .","Surtout , ne pas mettre en place de avantages marginaux extravagants juste pour acheter la bonne volonté de employés .",3090661643705014908,1.0,lone candidate
NOUN,syndicats,syndicat,0,"Les syndicats insistent sur les avantages sociaux , mais le travailleur horaire individuel préfère l' argent à chaque fois .","Les syndicats insistent sur les avantages sociaux , mais le travailleur horaire individuel préfère l' argent à chaque fois .",-3438093857577677533,0.95,"The words ""syndicat"" and ""syndicats"" both refer to labor unions or associations that represent the interests of workers. The contexts provided indicate that both terms are used in relation to negotiations and the interests of employees regarding benefits and wages. 

Since ""syndicat"" is the singular form and ""syndicats"" is the plural form of the same word, they share the same core meaning related to labor organizations. 

Given this analysis, I would assign a high probability that they have the same meaning in a dictionary context.

Probability: 0.95"
VERB,équilibrer,équilibrer,0,Objectif d' équilibrer votre régime d' avantages sociaux de employés .,Objectif d' équilibrer votre régime d' avantages sociaux de employés .,3630141133558156520,1.0,lone candidate
ADJ,libéral,libéral,0,Certaines plantes vont par-dessus bord sur un type de frange - disons un régime de retraite libéral - et se trouvent vulnérables ailleurs .,Certaines plantes vont par-dessus bord sur un type de frange - disons un régime de retraite libéral - et se trouvent vulnérables ailleurs .,8648399799562289277,1.0,lone candidate
NOUN,programme,programme,0,"Si vous voulez de crédit pour votre programme de services à employés , faites savoir à vos travailleurs à quoi ils ont droit .","Si vous voulez de crédit pour votre programme de services à employés , faites savoir à vos travailleurs à quoi ils ont droit .",1994213874758650300,0.85,"The word ""programme"" in both contexts refers to a structured plan or set of activities. In context_1, it pertains to a program that may involve phases of participation, while in context_2, it relates to a program of services available to employees. Both usages imply a systematic arrangement of activities or services.

Given this analysis, I would assign a high probability that these two instances of ""programme"" have the same meaning in a dictionary context.

Probability: 0.85"
NOUN,histoires,histoire,0,"Cela peut se faire par des histoires dans les organes de votre maison , des affiches , des publications spéciales , des lettres à maisons de travailleurs ainsi que par le bouche à oreille à travers votre chaîne de commandement .","Cela peut se faire par des histoires dans les organes de votre maison , des affiches , des publications spéciales , des lettres à maisons de travailleurs ainsi que par le bouche à oreille à travers votre chaîne de commandement .",-8844810312523576242,1.0,lone candidate
NOUN,entreprises,entreprise,0,Certaines entreprises trouvent un peu d' imagination utile .,Certaines entreprises trouvent un peu d' imagination utile .,649478414595828950,1.0,lone candidate
NOUN,jeu,jeu,0,"Hallmark Cards , Inc. , Kansas City , Mo. , a un jeu de quiz à faire soi-même appelé "" Bafflers de bénéfice "" , qu' il distribue à employés .","Hallmark Cards , Inc. , Kansas City , Mo. , a un jeu de quiz à faire soi-même appelé "" Bafflers de bénéfice "" , qu' il distribue à employés .",-5960725113946465190,1.0,lone candidate
VERB,donne,donner,0,"M + R Dietetic Laboratories , Inc. , Columbus , donne à tous ses travailleurs un chéquier par télécopieur - chaque chèque indiquant le montant que l' entreprise dépense sur une frange particulière .","M + R Dietetic Laboratories , Inc. , Columbus , donne à tous ses travailleurs un chéquier par télécopieur - chaque chèque indiquant le montant que l' entreprise dépense sur une frange particulière .",266531162360003632,1.0,lone candidate
NOUN,formulaire,formulaire,0,"U. S. Rubber Company , New York , publie un formulaire indiquant la valeur de prestations .","U. S. Rubber Company , New York , publie un formulaire indiquant la valeur de prestations .",3040859696207131528,1.0,lone candidate
NOUN,assurance,assurance,0,"Le travailleur à col bleu connaît donc son forfait d' assurance , par exemple , coûte 227,72 $ .","Le travailleur à col bleu connaît donc son forfait d' assurance , par exemple , coûte 227,72 $ .",-3753236749260914602,1.0,reference word
NOUN,service,service,0,Demandez à la compagnie d' assurance ou à votre propre service comptable de ventiler périodiquement le coût de votre forfait d' assurance .,Demandez à la compagnie d' assurance ou à votre propre service comptable de ventiler périodiquement le coût de votre forfait d' assurance .,8743435356831058977,1.0,lone candidate
ADV,économiquement,économiquement,0,"Vous pouvez trouver certaines couvertures coûtant beaucoup plus que ce qui est économiquement faisable , vous avertissant ainsi des révisions souhaitables .","Vous pouvez trouver certaines couvertures coûtant beaucoup plus que ce qui est économiquement faisable , vous avertissant ainsi des révisions souhaitables .",-2329567410015044269,1.0,lone candidate
